Date,ETo_in,ETr_in,Accu_ETo_in,Accu_ETr_in
 2021-01-21, 0.01596, 0.02014, 8.88506,11.05228.
 2021-01-22, 0.02295, 0.03855, 8.90801,11.09083.
 2021-01-23, 0.00878, 0.01289, 8.91679,11.10372.
 2021-01-24, 0.01520, 0.01976, 8.93199,11.12348.
 2021-01-25, 0.01923, 0.02811, 8.95122,11.15159.
 2021-01-26, 0.02810, 0.04271, 8.97932,11.1943.
 2021-01-27, 0.01650, 0.02259, 8.99582,11.21689.
 2021-01-28, 0.01367, 0.01413, 9.00949,11.23102.
 2021-01-29, 0.01600, 0.01927, 9.02549,11.25029.
 2021-01-30, 0.01095, 0.01186, 9.03644,11.26215.
 2021-01-31, 0.00668, 0.00751, 9.04312,11.26966.
 2021-02-01, 0.00642, 0.00662, 9.04954,11.27628.
 2021-02-02, 0.01797, 0.02212, 9.06751,11.2984.
 2021-02-03, 0.01838, 0.02337, 9.08589,11.32177.
 

