date,meanHeatRatio,meanSoilMoisture,meanOutsideTemp,meanOutsideHumidity,timestamp,nodeId
2020-10-07,1.0368229358044305,0,0,0,1602054379,sapflow-dotmote-labs-4
2020-10-07,1.0098659166089883,0,0,0,1602056281,sapflow-dotmote-labs-4
2020-10-07,1.0201438416163136,0,0,0,1602058183,sapflow-dotmote-labs-4
2020-10-07,1.0318149349741372,0,0,0,1602060087,sapflow-dotmote-labs-4
2020-10-07,1.024289286170545,0,0,0,1602061987,sapflow-dotmote-labs-4
2020-10-07,1.0496523244954754,0,0,0,1602063889,sapflow-dotmote-labs-4
2020-10-07,1.0402832587079933,0,0,0,1602065792,sapflow-dotmote-labs-4
2020-10-07,1.0461587650572928,0,0,0,1602067694,sapflow-dotmote-labs-4
2020-10-07,1.0431711178526624,0,0,0,1602069596,sapflow-dotmote-labs-4
2020-10-07,1.0533149299083504,0,0,0,1602071498,sapflow-dotmote-labs-4
2020-10-07,1.0262786354983136,0,0,0,1602073401,sapflow-dotmote-labs-4
2020-10-07,1.0350739444959496,0,0,0,1602075303,sapflow-dotmote-labs-4
2020-10-07,1.0800027254451596,0,0,0,1602077206,sapflow-dotmote-labs-4
2020-10-07,1.0376288872963948,0,0,0,1602079109,sapflow-dotmote-labs-4
2020-10-07,1.0719318894373293,0,0,0,1602081011,sapflow-dotmote-labs-4
2020-10-07,1.0763844760649668,0,0,0,1602082913,sapflow-dotmote-labs-4
2020-10-07,1.0698711453971985,0,0,0,1602084815,sapflow-dotmote-labs-4
2020-10-07,1.1182064232539215,0,0,0,1602086720,sapflow-dotmote-labs-4
2020-10-07,1.1176203056360792,0,0,0,1602088622,sapflow-dotmote-labs-4
2020-10-07,1.1268274753509402,0,0,0,1602090525,sapflow-dotmote-labs-4
2020-10-07,1.1380173953505928,0,0,0,1602092426,sapflow-dotmote-labs-4
2020-10-07,1.1581951323686541,0,0,0,1602094329,sapflow-dotmote-labs-4
2020-10-07,1.1460977052464931,0,0,0,1602096233,sapflow-dotmote-labs-4
2020-10-07,1.178720898155329,0,0,0,1602098135,sapflow-dotmote-labs-4
2020-10-07,1.1468059061984168,0,0,0,1602100036,sapflow-dotmote-labs-4
2020-10-07,1.1732340181008767,0,0,0,1602101938,sapflow-dotmote-labs-4
2020-10-07,1.1584396225135518,0,0,0,1602103839,sapflow-dotmote-labs-4
2020-10-07,1.1797575002759664,0,0,0,1602105740,sapflow-dotmote-labs-4
2020-10-07,1.1885351813978702,0,0,0,1602107641,sapflow-dotmote-labs-4
2020-10-07,1.1963236564844175,0,0,0,1602109543,sapflow-dotmote-labs-4
2020-10-07,1.1764739760278893,0,0,0,1602111445,sapflow-dotmote-labs-4
2020-10-07,1.1473287213061165,0,0,0,1602113347,sapflow-dotmote-labs-4
2020-10-08,1.1598302051358722,0,0,0,1602115248,sapflow-dotmote-labs-4
2020-10-08,1.1537172741315627,0,0,0,1602117153,sapflow-dotmote-labs-4
2020-10-08,1.1039336516691614,0,0,0,1602119054,sapflow-dotmote-labs-4
2020-10-08,1.0561362139425021,0,0,0,1602120955,sapflow-dotmote-labs-4
2020-10-08,1.0427745516966789,0,0,0,1602122858,sapflow-dotmote-labs-4
2020-10-08,1.0308572221098098,0,0,0,1602124761,sapflow-dotmote-labs-4
2020-10-08,1.0411516834301147,0,0,0,1602126662,sapflow-dotmote-labs-4
2020-10-08,1.0328928643631212,0,0,0,1602128565,sapflow-dotmote-labs-4
2020-10-08,1.035236768724681,0,0,0,1602130467,sapflow-dotmote-labs-4
2020-10-08,1.015122650799052,0,0,0,1602132369,sapflow-dotmote-labs-4
2020-10-08,1.017353377388003,0,0,0,1602134271,sapflow-dotmote-labs-4
2020-10-08,1.030103349769623,0,0,0,1602136174,sapflow-dotmote-labs-4
2020-10-08,1.0426318013756202,0,0,0,1602138077,sapflow-dotmote-labs-4
2020-10-08,1.0276091260745222,0,0,0,1602139979,sapflow-dotmote-labs-4
2020-10-08,1.0245496873442232,0,0,0,1602141882,sapflow-dotmote-labs-4
2020-10-08,1.0337801389089185,0,0,0,1602143783,sapflow-dotmote-labs-4
2020-10-08,1.0161154972189355,0,0,0,1602145685,sapflow-dotmote-labs-4
2020-10-08,1.0133613617823425,0,0,0,1602147588,sapflow-dotmote-labs-4
2020-10-08,1.0403126405926928,0,0,0,1602149490,sapflow-dotmote-labs-4
2020-10-08,1.0249958502001415,0,0,0,1602151392,sapflow-dotmote-labs-4
2020-10-08,1.034894959206415,0,0,0,1602153292,sapflow-dotmote-labs-4
2020-10-08,1.0257518722298584,0,0,0,1602155193,sapflow-dotmote-labs-4
2020-10-08,1.0130085977247767,0,0,0,1602157096,sapflow-dotmote-labs-4
2020-10-08,1.024339434990361,0,0,0,1602158999,sapflow-dotmote-labs-4
2020-10-08,1.0203996794477392,0,0,0,1602160901,sapflow-dotmote-labs-4
2020-10-08,1.029970438957691,0,0,0,1602162803,sapflow-dotmote-labs-4
2020-10-08,1.0706734134989915,0,0,0,1602164707,sapflow-dotmote-labs-4
2020-10-08,1.0574291093940822,0,0,0,1602166608,sapflow-dotmote-labs-4
2020-10-08,1.0236326463791285,0,0,0,1602168523,sapflow-dotmote-labs-4
2020-10-08,1.0804585463520013,0,0,0,1602170423,sapflow-dotmote-labs-4
2020-10-08,1.189880295046941,0,0,0,1602172326,sapflow-dotmote-labs-4
2020-10-08,1.093655713723385,0,0,0,1602174227,sapflow-dotmote-labs-4
2020-10-08,1.1067015825054083,0,0,0,1602176130,sapflow-dotmote-labs-4
2020-10-08,1.1809424239650166,0,0,0,1602178033,sapflow-dotmote-labs-4
2020-10-08,1.2411451607714457,0,0,0,1602179942,sapflow-dotmote-labs-4
2020-10-08,1.3430224244273408,0,0,0,1602181849,sapflow-dotmote-labs-4
2020-10-08,1.177881199033141,0,0,0,1602183745,sapflow-dotmote-labs-4
2020-10-08,1.2286322021026577,0,0,0,1602185647,sapflow-dotmote-labs-4
2020-10-08,1.1406443114424978,0,0,0,1602187549,sapflow-dotmote-labs-4
2020-10-08,1.17271920598618,0,0,0,1602189451,sapflow-dotmote-labs-4
2020-10-08,1.203124618344541,0,0,0,1602191355,sapflow-dotmote-labs-4
2020-10-08,1.2064436388457667,0,0,0,1602193257,sapflow-dotmote-labs-4
2020-10-08,1.2778470735606702,0,0,0,1602195163,sapflow-dotmote-labs-4
2020-10-08,1.2448894131099058,0,0,0,1602197061,sapflow-dotmote-labs-4
2020-10-08,1.1644594142030977,0,0,0,1602198962,sapflow-dotmote-labs-4
2020-10-08,1.1162412376318858,0,0,0,1602200864,sapflow-dotmote-labs-4
2020-10-09,1.1310192691175651,0,0,0,1602202764,sapflow-dotmote-labs-4
2020-10-09,1.069213050932338,0,0,0,1602204667,sapflow-dotmote-labs-4
2020-10-09,1.0830358456096514,0,0,0,1602206567,sapflow-dotmote-labs-4
2020-10-09,1.0331722965971937,0,0,0,1602208470,sapflow-dotmote-labs-4
2020-10-09,1.0294539875735131,0,0,0,1602210370,sapflow-dotmote-labs-4
2020-10-09,1.0090758204126944,0,0,0,1602212270,sapflow-dotmote-labs-4
2020-10-09,1.027803243796269,0,0,0,1602214172,sapflow-dotmote-labs-4
2020-10-09,1.0310526131034468,0,0,0,1602216074,sapflow-dotmote-labs-4
2020-10-09,1.0110371093082147,0,0,0,1602217975,sapflow-dotmote-labs-4
2020-10-09,1.0315740225892749,0,0,0,1602219876,sapflow-dotmote-labs-4
2020-10-09,1.0363826175536772,0,0,0,1602221778,sapflow-dotmote-labs-4
2020-10-09,1.0292553085128158,0,0,0,1602223681,sapflow-dotmote-labs-4
2020-10-09,1.0443787551604555,0,0,0,1602225582,sapflow-dotmote-labs-4
2020-10-09,1.040949572006266,0,0,0,1602227485,sapflow-dotmote-labs-4
2020-10-09,1.004654737660718,0,0,0,1602229385,sapflow-dotmote-labs-4
2020-10-09,1.0332781005562612,0,0,0,1602231287,sapflow-dotmote-labs-4
2020-10-09,1.0251540368832253,0,0,0,1602233188,sapflow-dotmote-labs-4
2020-10-09,0.9995685893136492,0,0,0,1602235089,sapflow-dotmote-labs-4
2020-10-09,1.031525455771118,0,0,0,1602236990,sapflow-dotmote-labs-4
2020-10-09,1.0293939827263323,0,0,0,1602238891,sapflow-dotmote-labs-4
2020-10-09,1.0294970327007904,0,0,0,1602240794,sapflow-dotmote-labs-4
2020-10-09,1.033865199168208,0,0,0,1602242695,sapflow-dotmote-labs-4
2020-10-09,1.041814778027458,0,0,0,1602244598,sapflow-dotmote-labs-4
2020-10-09,1.0260794932414887,0,0,0,1602246500,sapflow-dotmote-labs-4
2020-10-09,1.036306895422936,0,0,0,1602248402,sapflow-dotmote-labs-4
2020-10-09,1.0557878038162496,0,0,0,1602250303,sapflow-dotmote-labs-4
2020-10-09,1.0302315634487904,0,0,0,1602252205,sapflow-dotmote-labs-4
2020-10-09,1.0413543459638193,0,0,0,1602254105,sapflow-dotmote-labs-4
2020-10-09,1.0777846402717255,0,0,0,1602256006,sapflow-dotmote-labs-4
2020-10-09,1.047150952391357,0,0,0,1602257907,sapflow-dotmote-labs-4
2020-10-09,1.0647721562938497,0,0,0,1602259809,sapflow-dotmote-labs-4
2020-10-09,1.0822015732662635,0,0,0,1602261710,sapflow-dotmote-labs-4
2020-10-09,1.0943784684804705,0,0,0,1602263613,sapflow-dotmote-labs-4
2020-10-09,1.0828403146318841,0,0,0,1602265515,sapflow-dotmote-labs-4
2020-10-09,1.1061079864792454,0,0,0,1602267416,sapflow-dotmote-labs-4
2020-10-09,1.0588376146741918,0,0,0,1602269318,sapflow-dotmote-labs-4
2020-10-09,1.1256869131714398,0,0,0,1602271220,sapflow-dotmote-labs-4
2020-10-09,1.0906335070063564,0,0,0,1602273122,sapflow-dotmote-labs-4
2020-10-09,1.1467348636648498,0,0,0,1602275029,sapflow-dotmote-labs-4
2020-10-09,1.1678450509259388,0,0,0,1602276930,sapflow-dotmote-labs-4
2020-10-09,1.096281022972481,0,0,0,1602278831,sapflow-dotmote-labs-4
2020-10-09,1.0715743547175551,0,0,0,1602280731,sapflow-dotmote-labs-4
2020-10-09,1.1177375480275322,0,0,0,1602282633,sapflow-dotmote-labs-4
2020-10-09,1.0541723958477096,0,0,0,1602284534,sapflow-dotmote-labs-4
2020-10-09,1.0607062412120514,0,0,0,1602286435,sapflow-dotmote-labs-4
2020-10-10,1.0745476715408435,0,0,0,1602288338,sapflow-dotmote-labs-4
2020-10-10,1.0648056258129286,0,0,0,1602290241,sapflow-dotmote-labs-4
2020-10-10,1.065156095815425,0,0,0,1602292141,sapflow-dotmote-labs-4
2020-10-10,1.0532133104811037,0,0,0,1602294043,sapflow-dotmote-labs-4
2020-10-10,1.0527202080100804,0,0,0,1602295944,sapflow-dotmote-labs-4
2020-10-10,1.0371763241761305,0,0,0,1602297846,sapflow-dotmote-labs-4
2020-10-10,1.0236411133989805,0,0,0,1602299746,sapflow-dotmote-labs-4
2020-10-10,1.0029739273921037,0,0,0,1602301647,sapflow-dotmote-labs-4
2020-10-10,1.0374444503661495,0,0,0,1602303550,sapflow-dotmote-labs-4
2020-10-10,1.0190029197845443,0,0,0,1602305452,sapflow-dotmote-labs-4
2020-10-10,1.0344629532593177,0,0,0,1602307354,sapflow-dotmote-labs-4
2020-10-10,1.0102421990381123,0,0,0,1602309257,sapflow-dotmote-labs-4
2020-10-10,1.0048419559203916,0,0,0,1602311159,sapflow-dotmote-labs-4
2020-10-10,0.9971443731745027,0,0,0,1602313063,sapflow-dotmote-labs-4
2020-10-10,1.0178968891103277,0,0,0,1602314965,sapflow-dotmote-labs-4
2020-10-10,1.0081469517194348,0,0,0,1602316867,sapflow-dotmote-labs-4
2020-10-10,1.0060055910395,0,0,0,1602318770,sapflow-dotmote-labs-4
2020-10-10,1.0289133048494734,0,0,0,1602320672,sapflow-dotmote-labs-4
2020-10-10,1.0227167861727997,0,0,0,1602322574,sapflow-dotmote-labs-4
2020-10-10,1.0316761296231096,0,0,0,1602324475,sapflow-dotmote-labs-4
2020-10-10,1.0124207349591925,0,0,0,1602326379,sapflow-dotmote-labs-4
2020-10-10,1.0243656378021964,0,0,0,1602328280,sapflow-dotmote-labs-4
2020-10-10,1.038353924735858,0,0,0,1602330182,sapflow-dotmote-labs-4
2020-10-10,1.0395648146856142,0,0,0,1602332084,sapflow-dotmote-labs-4
2020-10-10,1.016129502630686,0,0,0,1602333986,sapflow-dotmote-labs-4
2020-10-10,1.011282639749666,0,0,0,1602335888,sapflow-dotmote-labs-4
2020-10-10,1.0364158906337835,0,0,0,1602337793,sapflow-dotmote-labs-4
2020-10-10,1.018210196230213,0,0,0,1602339695,sapflow-dotmote-labs-4
2020-10-10,1.013870586152566,0,0,0,1602341597,sapflow-dotmote-labs-4
2020-10-10,1.0302934367611394,0,0,0,1602343499,sapflow-dotmote-labs-4
2020-10-10,1.012154393203084,0,0,0,1602345401,sapflow-dotmote-labs-4
2020-10-10,1.0496131168862803,0,0,0,1602347302,sapflow-dotmote-labs-4
2020-10-10,1.0406672264939845,0,0,0,1602349205,sapflow-dotmote-labs-4
2020-10-10,1.0297768281049509,0,0,0,1602351106,sapflow-dotmote-labs-4
2020-10-10,1.0320332625147164,0,0,0,1602353007,sapflow-dotmote-labs-4
2020-10-10,1.0376676208675653,0,0,0,1602354909,sapflow-dotmote-labs-4
2020-10-10,1.086541450598869,0,0,0,1602356811,sapflow-dotmote-labs-4
2020-10-10,1.0664001851804508,0,0,0,1602358725,sapflow-dotmote-labs-4
2020-10-10,1.0769630956970357,0,0,0,1602360629,sapflow-dotmote-labs-4
2020-10-10,1.093365981653856,0,0,0,1602362532,sapflow-dotmote-labs-4
2020-10-10,1.0574104826322086,0,0,0,1602364431,sapflow-dotmote-labs-4
2020-10-10,1.0238473045116787,0,0,0,1602366332,sapflow-dotmote-labs-4
2020-10-10,1.1060555325331622,0,0,0,1602368240,sapflow-dotmote-labs-4
2020-10-10,1.0634095524309122,0,0,0,1602370132,sapflow-dotmote-labs-4
2020-10-10,1.0717485058358154,0,0,0,1602372033,sapflow-dotmote-labs-4
2020-10-10,1.0483349734007383,0,0,0,1602373935,sapflow-dotmote-labs-4
2020-10-11,1.0515850285961907,0,0,0,1602375837,sapflow-dotmote-labs-4
2020-10-11,1.050800566390442,0,0,0,1602377738,sapflow-dotmote-labs-4
2020-10-11,1.0393210790045189,0,0,0,1602379638,sapflow-dotmote-labs-4
2020-10-11,1.070677796163456,0,0,0,1602381540,sapflow-dotmote-labs-4
2020-10-11,1.0283409838095323,0,0,0,1602383442,sapflow-dotmote-labs-4
2020-10-11,1.018941282974602,0,0,0,1602385346,sapflow-dotmote-labs-4
2020-10-11,1.0334406294078757,0,0,0,1602387248,sapflow-dotmote-labs-4
2020-10-11,1.2136157042389946,0,0,0,1602389147,sapflow-dotmote-labs-4
2020-10-11,1.0729250981511895,0,0,0,1602391052,sapflow-dotmote-labs-4
2020-10-11,1.0191005444681875,0,0,0,1602392954,sapflow-dotmote-labs-4
2020-10-11,1.0159864647606807,0,0,0,1602394855,sapflow-dotmote-labs-4
2020-10-11,1.015165931858224,0,0,0,1602396756,sapflow-dotmote-labs-4
2020-10-11,1.018087970078117,0,0,0,1602398659,sapflow-dotmote-labs-4
2020-10-11,1.0289974432878763,0,0,0,1602400560,sapflow-dotmote-labs-4
2020-10-11,1.0435321024663762,0,0,0,1602402463,sapflow-dotmote-labs-4
2020-10-11,1.042747742005844,0,0,0,1602404366,sapflow-dotmote-labs-4
2020-10-11,1.0314743870788892,0,0,0,1602406271,sapflow-dotmote-labs-4
2020-10-11,1.0252518888285995,0,0,0,1602408174,sapflow-dotmote-labs-4
2020-10-11,1.0201757704234944,0,0,0,1602410076,sapflow-dotmote-labs-4
2020-10-11,1.0305369740819097,0,0,0,1602411978,sapflow-dotmote-labs-4
2020-10-11,1.0560131119978622,0,0,0,1602413881,sapflow-dotmote-labs-4
2020-10-11,1.024605559329819,0,0,0,1602415782,sapflow-dotmote-labs-4
2020-10-11,1.0306640847965507,0,0,0,1602417684,sapflow-dotmote-labs-4
2020-10-11,1.0442606437950557,0,0,0,1602419584,sapflow-dotmote-labs-4
2020-10-11,1.0300446736709636,0,0,0,1602421489,sapflow-dotmote-labs-4
2020-10-11,1.0255997642652859,0,0,0,1602423393,sapflow-dotmote-labs-4
2020-10-11,1.0392149593410818,0,0,0,1602425293,sapflow-dotmote-labs-4
2020-10-11,1.0451444911165881,0,0,0,1602427194,sapflow-dotmote-labs-4
2020-10-11,1.0504876631304612,0,0,0,1602429096,sapflow-dotmote-labs-4
2020-10-11,1.0733263331623133,0,0,0,1602430996,sapflow-dotmote-labs-4
2020-10-11,1.0748712166225627,0,0,0,1602432898,sapflow-dotmote-labs-4
2020-10-11,1.0783662298338101,0,0,0,1602434801,sapflow-dotmote-labs-4
2020-10-11,1.09037342278913,0,0,0,1602436704,sapflow-dotmote-labs-4
2020-10-11,1.0783400159877539,0,0,0,1602438607,sapflow-dotmote-labs-4
2020-10-11,1.0961864193199493,0,0,0,1602440507,sapflow-dotmote-labs-4
2020-10-11,1.025100031027411,0,0,0,1602442408,sapflow-dotmote-labs-4
2020-10-11,1.076018213452775,0,0,0,1602444310,sapflow-dotmote-labs-4
2020-10-11,1.1214967284260589,0,0,0,1602446213,sapflow-dotmote-labs-4
2020-10-11,1.1530691049582686,0,0,0,1602448115,sapflow-dotmote-labs-4
2020-10-11,1.143947435926644,0,0,0,1602450017,sapflow-dotmote-labs-4
2020-10-11,1.1405070146089837,0,0,0,1602451919,sapflow-dotmote-labs-4
2020-10-11,1.1296076295584556,0,0,0,1602453820,sapflow-dotmote-labs-4
2020-10-11,1.1343954663669273,0,0,0,1602455723,sapflow-dotmote-labs-4
2020-10-11,1.135739688879641,0,0,0,1602457625,sapflow-dotmote-labs-4
2020-10-11,1.0948786441945413,0,0,0,1602459529,sapflow-dotmote-labs-4
2020-10-12,1.0594242271906487,0,0,0,1602461431,sapflow-dotmote-labs-4
2020-10-12,1.0803611485791171,0,0,0,1602463333,sapflow-dotmote-labs-4
2020-10-12,1.0315554161483136,0,0,0,1602465235,sapflow-dotmote-labs-4
2020-10-12,1.013128403102361,0,0,0,1602467137,sapflow-dotmote-labs-4
2020-10-12,1.0288549795776838,0,0,0,1602469039,sapflow-dotmote-labs-4
2020-10-12,1.0380914391576814,0,0,0,1602470941,sapflow-dotmote-labs-4
2020-10-12,1.030397797733351,0,0,0,1602472844,sapflow-dotmote-labs-4
2020-10-12,1.0465863498103372,0,0,0,1602474745,sapflow-dotmote-labs-4
2020-10-12,1.0281798016928978,0,0,0,1602476648,sapflow-dotmote-labs-4
2020-10-12,1.0444803943982968,0,0,0,1602478550,sapflow-dotmote-labs-4
2020-10-12,1.014896381493429,0,0,0,1602480451,sapflow-dotmote-labs-4
2020-10-12,1.001271941576293,0,0,0,1602482352,sapflow-dotmote-labs-4
2020-10-12,1.0381486653517522,0,0,0,1602484255,sapflow-dotmote-labs-4
2020-10-12,0.9964058995287596,0,0,0,1602486159,sapflow-dotmote-labs-4
