Date,ETo_in,ETr_in,Accu_ETo_in,Accu_ETr_in
 2020-02-11, 0.05207, 0.08259, 0.05207,0.08259.
 2020-02-12, 0.04256, 0.06513, 0.09463,0.14772.
 2020-02-13, 0.02774, 0.03867, 0.12237,0.18639.
 2020-02-14, 0.06702, 0.10697, 0.18939,0.29336.
 2020-02-15, 0.03869, 0.05659, 0.22808,0.34995.
 2020-02-16, 0.05408, 0.08334, 0.28216,0.43329.
 2020-02-17, 0.05577, 0.08647, 0.33793,0.51976.
 2020-02-18, 0.04928, 0.07539, 0.38721,0.59515.
 2020-02-19, 0.04531, 0.06787, 0.43252,0.66302.
 2020-02-20, 0.04100, 0.05948, 0.47352,0.7225.
 2020-02-21, 0.03736, 0.05219, 0.51088,0.77469.
 2020-02-22, 0.05037, 0.07339, 0.56125,0.84808.
 2020-02-23, 0.07302, 0.11296, 0.63427,0.96104.
 2020-02-24, 0.06718, 0.10256, 0.70145,1.0636.
 2020-02-25, 0.04733, 0.06784, 0.74878,1.13144.
 2020-02-26, 0.06273, 0.09229, 0.81151,1.22373.
 2020-02-27, 0.05759, 0.08246, 0.8691,1.30619.
 2020-02-28, 0.06841, 0.10050, 0.93751,1.40669.
 2020-02-29, 0.10074, 0.15720, 1.03825,1.56389.
 2020-03-01, 0.08846, 0.13662, 1.12671,1.70051.
 2020-03-02, 0.08467, 0.12579, 1.21138,1.8263.
 2020-03-03, 0.14610, 0.23182, 1.35748,2.05812.
 2020-03-04, 0.11716, 0.18344, 1.47464,2.24156.
 2020-03-05, 0.06915, 0.09955, 1.54379,2.34111.
 2020-03-06, 0.05806, 0.08222, 1.60185,2.42333.
 2020-03-07, 0.07676, 0.11154, 1.67861,2.53487.
 2020-03-08, 0.07714, 0.11214, 1.75575,2.64701.
 2020-03-09, 0.08800, 0.13079, 1.84375,2.7778.
 2020-03-10, 0.10938, 0.17078, 1.95313,2.94858.
 2020-03-11, 0.11842, 0.18160, 2.07155,3.13018.
 2020-03-12, 0.08790, 0.12729, 2.15945,3.25747.
 2020-03-13, 0.03560, 0.05056, 2.19505,3.30803.
 2020-03-14, 0.07313, 0.10920, 2.26818,3.41723.
 2020-03-15, 0.08113, 0.12061, 2.34931,3.53784.
 2020-03-16, 0.08558, 0.12069, 2.43489,3.65853.
 2020-03-17, 0.08278, 0.11533, 2.51767,3.77386.
 2020-03-18, 0.09572, 0.13198, 2.61339,3.90584.
 2020-03-19, 0.10069, 0.13988, 2.71408,4.04572.
 2020-03-20, 0.10834, 0.15056, 2.82242,4.19628.
 2020-03-21, 0.12914, 0.18696, 2.95156,4.38324.
 2020-03-22, 0.10721, 0.15434, 3.05877,4.53758.
 2020-03-23, 0.15533, 0.23658, 3.2141,4.77416.
 2020-03-24, 0.10134, 0.14766, 3.31544,4.92182.
 2020-03-25, 0.08639, 0.11909, 3.40183,5.04091.
 2020-03-26, 0.10718, 0.15467, 3.50901,5.19558.
 2020-03-27, 0.11613, 0.17066, 3.62514,5.36624.
 2020-03-28, 0.11074, 0.15705, 3.73588,5.52329.
 2020-03-29, 0.13798, 0.20110, 3.87386,5.72439.
 2020-03-30, 0.13303, 0.19497, 4.00689,5.91936.
 2020-03-31, 0.11262, 0.16067, 4.11951,6.08003.
 2020-04-01, 0.11299, 0.16411, 4.2325,6.24414.
 2020-04-02, 0.11631, 0.17231, 4.34881,6.41645.
 2020-04-03, 0.12024, 0.17479, 4.46905,6.59124.
 2020-04-04, 0.09367, 0.12804, 4.56272,6.71928.
 2020-04-05, 0.10048, 0.14157, 4.6632,6.86085.
 2020-04-06, 0.14834, 0.20915, 4.81154,7.07.
 2020-04-07, 0.16615, 0.24043, 4.97769,7.31043.
 2020-04-08, 0.15259, 0.21270, 5.13028,7.52313.
 2020-04-09, 0.16532, 0.22952, 5.2956,7.75265.
 2020-04-10, 0.20118, 0.29260, 5.49678,8.04525.
 2020-04-11, 0.18315, 0.27308, 5.67993,8.31833.
 2020-04-12, 0.14918, 0.21209, 5.82911,8.53042.
 2020-04-13, 0.15532, 0.21846, 5.98443,8.74888.
 2020-04-14, 0.19028, 0.27613, 6.17471,9.02501.
 2020-04-15, 0.16521, 0.24312, 6.33992,9.26813.
 2020-04-16, 0.15370, 0.20862, 6.49362,9.47675.
 2020-04-17, 0.15950, 0.22017, 6.65312,9.69692.
 2020-04-18, 0.15335, 0.20813, 6.80647,9.90505.
 2020-04-19, 0.17799, 0.24186, 6.98446,10.14691.
 2020-04-20, 0.19983, 0.27915, 7.18429,10.42606.
 2020-04-21, 0.20378, 0.29240, 7.38807,10.71846.
 2020-04-22, 0.08712, 0.12089, 7.47519,10.83935.
 2020-04-23, 0.16316, 0.22139, 7.63835,11.06074.
 2020-04-24, 0.14937, 0.20710, 7.78772,11.26784.
 2020-04-25, 0.16897, 0.24077, 7.95669,11.50861.
 2020-04-26, 0.15552, 0.21328, 8.11221,11.72189.
 2020-04-27, 0.19217, 0.27085, 8.30438,11.99274.
 2020-04-28, 0.17521, 0.24010, 8.47959,12.23284.
 2020-04-29, 0.15030, 0.20340, 8.62989,12.43624.
 2020-04-30, 0.21115, 0.30994, 8.84104,12.74618.
 2020-05-01, 0.18613, 0.25253, 9.02717,12.99871.
 2020-05-02, 0.12365, 0.17299, 9.15082,13.1717.
 2020-05-03, 0.19950, 0.28690, 9.35032,13.4586.
 2020-05-04, 0.16825, 0.22410, 9.51857,13.6827.
 2020-05-05, 0.17498, 0.23000, 9.69355,13.9127.
 2020-05-06, 0.17543, 0.24533, 9.86898,14.15803.
 2020-05-07, 0.21121, 0.28821, 10.08019,14.44624.
 2020-05-08, 0.19531, 0.25378, 10.2755,14.70002.
 2020-05-09, 0.20820, 0.27200, 10.4837,14.97202.
 2020-05-10, 0.22003, 0.29558, 10.70373,15.2676.
 2020-05-11, 0.19974, 0.27306, 10.90347,15.54066.
 2020-05-12, 0.18579, 0.24727, 11.08926,15.78793.
 2020-05-13, 0.18170, 0.23850, 11.27096,16.02643.
 2020-05-14, 0.08893, 0.11147, 11.35989,16.1379.
 2020-05-15, 0.16609, 0.21156, 11.52598,16.34946.
 2020-05-16, 0.09668, 0.12299, 11.62266,16.47245.
 2020-05-17, 0.10444, 0.12722, 11.7271,16.59967.
 2020-05-18, 0.15983, 0.19700, 11.88693,16.79667.
 2020-05-19, 0.16800, 0.22183, 12.05493,17.0185.
 2020-05-20, 0.22649, 0.32179, 12.28142,17.34029.
 2020-05-21, 0.21729, 0.30914, 12.49871,17.64943.
 2020-05-22, 0.21623, 0.29978, 12.71494,17.94921.
 2020-05-23, 0.22708, 0.30213, 12.94202,18.25134.
 2020-05-24, 0.20579, 0.27221, 13.14781,18.52355.
 2020-05-25, 0.17275, 0.23478, 13.32056,18.75833.
 2020-05-26, 0.23972, 0.31783, 13.56028,19.07616.
 2020-05-27, 0.24742, 0.33056, 13.8077,19.40672.
 2020-05-28, 0.22302, 0.29412, 14.03072,19.70084.
 2020-05-29, 0.23680, 0.31487, 14.26752,20.01571.
 2020-05-30, 0.19042, 0.27189, 14.45794,20.2876.
 2020-05-31, 0.20125, 0.27891, 14.65919,20.56651.
 2020-06-01, 0.24042, 0.32217, 14.89961,20.88868.
 2020-06-02, 0.22585, 0.31813, 15.12546,21.20681.
 2020-06-03, 0.26570, 0.36624, 15.39116,21.57305.
 2020-06-04, 0.24019, 0.32803, 15.63135,21.90108.
 2020-06-05, 0.14198, 0.19673, 15.77333,22.09781.
 2020-06-06, 0.20857, 0.27873, 15.9819,22.37654.
 2020-06-07, 0.21763, 0.30443, 16.19953,22.68097.
 2020-06-08, 0.24387, 0.33779, 16.4434,23.01876.
 2020-06-09, 0.11519, 0.14558, 16.55859,23.16434.
 2020-06-10, 0.18221, 0.23123, 16.7408,23.39557.
 2020-06-11, 0.17584, 0.23354, 16.91664,23.62911.
 2020-06-12, 0.16966, 0.22111, 17.0863,23.85022.
 2020-06-13, 0.15373, 0.21882, 17.24003,24.06904.
 2020-06-14, 0.18612, 0.24859, 17.42615,24.31763.
 2020-06-15, 0.17712, 0.24443, 17.60327,24.56206.
 2020-06-16, 0.16086, 0.20956, 17.76413,24.77162.
 2020-06-17, 0.26074, 0.35392, 18.02487,25.12554.
 2020-06-18, 0.27256, 0.35975, 18.29743,25.48529.
 2020-06-19, 0.28357, 0.38080, 18.581,25.86609.
 2020-06-20, 0.21650, 0.30352, 18.7975,26.16961.
 2020-06-21, 0.28026, 0.37450, 19.07776,26.54411.
 2020-06-22, 0.27839, 0.36763, 19.35615,26.91174.
 2020-06-23, 0.28390, 0.38296, 19.64005,27.2947.
 2020-06-24, 0.27812, 0.38015, 19.91817,27.67485.
 2020-06-25, 0.30316, 0.41145, 20.22133,28.0863.
 2020-06-26, 0.30794, 0.42936, 20.52927,28.51566.
 2020-06-27, 0.25770, 0.36257, 20.78697,28.87823.
 2020-06-28, 0.20328, 0.28628, 20.99025,29.16451.
 2020-06-29, 0.27934, 0.37574, 21.26959,29.54025.
 2020-06-30, 0.27682, 0.37928, 21.54641,29.91953.
 2020-07-01, 0.22223, 0.31454, 21.76864,30.23407.
 2020-07-02, 0.26730, 0.37451, 22.03594,30.60858.
 2020-07-03, 0.22535, 0.31048, 22.26129,30.91906.
 2020-07-04, 0.26004, 0.34980, 22.52133,31.26886.
 2020-07-05, 0.26667, 0.35626, 22.788,31.62512.
 2020-07-06, 0.28230, 0.38148, 23.0703,32.0066.
 2020-07-07, 0.26292, 0.37035, 23.33322,32.37695.
 2020-07-08, 0.25983, 0.35029, 23.59305,32.72724.
 2020-07-09, 0.21023, 0.28838, 23.80328,33.01562.
 2020-07-10, 0.25659, 0.33451, 24.05987,33.35013.
 2020-07-11, 0.29200, 0.42123, 24.35187,33.77136.
 2020-07-12, 0.27633, 0.39297, 24.6282,34.16433.
 2020-07-13, 0.26509, 0.35853, 24.89329,34.52286.
 2020-07-14, 0.29436, 0.40632, 25.18765,34.92918.
 2020-07-15, 0.30361, 0.41927, 25.49126,35.34845.
 2020-07-16, 0.33002, 0.47113, 25.82128,35.81958.
 2020-07-17, 0.28138, 0.38320, 26.10266,36.20278.
 2020-07-18, 0.29957, 0.41174, 26.40223,36.61452.
 2020-07-19, 0.28589, 0.38566, 26.68812,37.00018.
 2020-07-20, 0.28107, 0.37223, 26.96919,37.37241.
 2020-07-21, 0.30654, 0.41867, 27.27573,37.79108.
 2020-07-22, 0.35071, 0.50213, 27.62644,38.29321.
 2020-07-23, 0.30870, 0.43507, 27.93514,38.72828.
 2020-07-24, 0.26524, 0.37658, 28.20038,39.10486.
 2020-07-25, 0.26476, 0.36062, 28.46514,39.46548.
 2020-07-26, 0.25780, 0.33934, 28.72294,39.80482.
 2020-07-27, 0.29812, 0.41107, 29.02106,40.21589.
 2020-07-28, 0.33711, 0.48373, 29.35817,40.69962.
 2020-07-29, 0.29470, 0.40726, 29.65287,41.10688.
 2020-07-30, 0.27801, 0.38103, 29.93088,41.48791.
 2020-07-31, 0.30982, 0.43621, 30.2407,41.92412.
 2020-08-01, 0.25391, 0.36353, 30.49461,42.28765.
 2020-08-02, 0.31621, 0.45469, 30.81082,42.74234.
 2020-08-03, 0.28970, 0.40907, 31.10052,43.15141.
 2020-08-04, 0.27334, 0.37565, 31.37386,43.52706.
 2020-08-05, 0.27799, 0.38386, 31.65185,43.91092.
 2020-08-06, 0.25059, 0.37023, 31.90244,44.28115.
 2020-08-07, 0.24344, 0.34013, 32.14588,44.62128.
 2020-08-08, 0.23795, 0.32587, 32.38383,44.94715.
 2020-08-09, 0.26473, 0.37133, 32.64856,45.31848.
 2020-08-10, 0.29897, 0.42965, 32.94753,45.74813.
 2020-08-11, 0.32364, 0.48279, 33.27117,46.23092.
 2020-08-12, 0.26241, 0.38038, 33.53358,46.6113.
 2020-08-13, 0.21541, 0.29784, 33.74899,46.90914.
 2020-08-14, 0.25571, 0.35751, 34.0047,47.26665.
 2020-08-15, 0.25301, 0.34908, 34.25771,47.61573.
 2020-08-16, 0.22143, 0.30984, 34.47914,47.92557.
 2020-08-17, 0.28766, 0.41423, 34.7668,48.3398.
 2020-08-18, 0.27749, 0.39943, 35.04429,48.73923.
 2020-08-19, 0.29555, 0.43671, 35.33984,49.17594.
 2020-08-20, 0.24470, 0.35801, 35.58454,49.53395.
 2020-08-21, 0.24355, 0.36098, 35.82809,49.89493.
 2020-08-22, 0.26025, 0.37537, 36.08834,50.2703.
 2020-08-23, 0.22477, 0.31134, 36.31311,50.58164.
 2020-08-24, 0.24081, 0.34108, 36.55392,50.92272.
 2020-08-25, 0.24856, 0.35557, 36.80248,51.27829.
 2020-08-26, 0.24955, 0.35967, 37.05203,51.63796.
 2020-08-27, 0.24869, 0.35990, 37.30072,51.99786.
 2020-08-28, 0.25052, 0.36377, 37.55124,52.36163.
 2020-08-29, 0.25282, 0.38270, 37.80406,52.74433.
 2020-08-30, 0.25093, 0.37660, 38.05499,53.12093.
 2020-08-31, 0.19873, 0.27859, 38.25372,53.39952.
 2020-09-01, 0.24079, 0.34587, 38.49451,53.74539.
 2020-09-02, 0.25082, 0.37164, 38.74533,54.11703.
 2020-09-03, 0.20565, 0.28884, 38.95098,54.40587.
 2020-09-04, 0.17576, 0.24042, 39.12674,54.64629.
 2020-09-05, 0.21312, 0.30535, 39.33986,54.95164.
 2020-09-06, 0.25251, 0.37539, 39.59237,55.32703.
 2020-09-07, 0.24332, 0.37650, 39.83569,55.70353.
 2020-09-08, 0.16155, 0.23605, 39.99724,55.93958.
 2020-09-09, 0.16266, 0.23227, 40.1599,56.17185.
 2020-09-10, 0.15616, 0.21541, 40.31606,56.38726.
 2020-09-11, 0.13511, 0.18508, 40.45117,56.57234.
 2020-09-12, 0.12174, 0.16635, 40.57291,56.73869.
 2020-09-13, 0.09356, 0.12744, 40.66647,56.86613.
 2020-09-14, 0.09474, 0.13254, 40.76121,56.99867.
 2020-09-15, 0.12537, 0.16685, 40.88658,57.16552.
 2020-09-16, 0.10701, 0.14190, 40.99359,57.30742.
 2020-09-17, 0.09755, 0.12775, 41.09114,57.43517.
 2020-09-18, 0.10871, 0.15329, 41.19985,57.58846.
 2020-09-19, 0.12867, 0.18290, 41.32852,57.77136.
 2020-09-20, 0.14195, 0.19869, 41.47047,57.97005.
 2020-09-21, 0.09872, 0.13476, 41.56919,58.10481.
 2020-09-22, 0.13651, 0.19234, 41.7057,58.29715.
 2020-09-23, 0.05967, 0.08704, 41.76537,58.38419.
 2020-09-24, 0.17400, 0.26770, 41.93937,58.65189.
 2020-09-25, 0.09388, 0.13631, 42.03325,58.7882.
 2020-09-26, 0.11622, 0.17081, 42.14947,58.95901.
 2020-09-27, 0.09916, 0.13706, 42.24863,59.09607.
 2020-09-28, 0.10284, 0.13905, 42.35147,59.23512.
 2020-09-29, 0.11194, 0.15311, 42.46341,59.38823.
 2020-09-30, 0.09100, 0.11829, 42.55441,59.50652.
 2020-10-01, 0.08166, 0.10748, 42.63607,59.614.
 2020-10-02, 0.09178, 0.12196, 42.72785,59.73596.
 2020-10-03, 0.09533, 0.12864, 42.82318,59.8646.
 2020-10-04, 0.11789, 0.17190, 42.94107,60.0365.
 2020-10-05, 0.12651, 0.19006, 43.06758,60.22656.
 2020-10-06, 0.10771, 0.15226, 43.17529,60.37882.
 2020-10-07, 0.09145, 0.12648, 43.26674,60.5053.
 2020-10-08, 0.14351, 0.22411, 43.41025,60.72941.
 2020-10-09, 0.11132, 0.16914, 43.52157,60.89855.
 2020-10-10, 0.16285, 0.26159, 43.68442,61.16014.
 2020-10-11, 0.07511, 0.11355, 43.75953,61.27369.
 2020-10-12, 0.09536, 0.14476, 43.85489,61.41845.
 2020-10-13, 0.08504, 0.13124, 43.93993,61.54969.
 2020-10-14, 0.08894, 0.13568, 44.02887,61.68537.
 2020-10-15, 0.07284, 0.10967, 44.10171,61.79504.
 2020-10-16, 0.08997, 0.13877, 44.19168,61.93381.
 2020-10-17, 0.11336, 0.18062, 44.30504,62.11443.
 2020-10-18, 0.06191, 0.09123, 44.36695,62.20566.
 2020-10-19, 0.08561, 0.13346, 44.45256,62.33912.
 2020-10-20, 0.07830, 0.12269, 44.53086,62.46181.
 2020-10-21, 0.06879, 0.10745, 44.59965,62.56926.
 2020-10-22, 0.05787, 0.08996, 44.65752,62.65922.
 2020-10-23, 0.01516, 0.02077, 44.67268,62.67999.
 2020-10-24, 0.04868, 0.07528, 44.72136,62.75527.
 2020-10-25, 0.04928, 0.07808, 44.77064,62.83335.
 2020-10-26, 0.03857, 0.05878, 44.80921,62.89213.
 2020-10-27, 0.02929, 0.04238, 44.8385,62.93451.
 2020-10-28, 0.03664, 0.05417, 44.87514,62.98868.
 2020-10-29, 0.03786, 0.05568, 44.913,63.04436.
 2020-10-30, 0.09034, 0.14912, 45.00334,63.19348.
 2020-10-31, 0.04688, 0.07468, 45.05022,63.26816.
 2020-11-01, 0.03563, 0.05468, 45.08585,63.32284.
 2020-11-02, 0.03146, 0.04750, 45.11731,63.37034.
 2020-11-03, 0.01642, 0.02069, 45.13373,63.39103.
 2020-11-04, 0.02941, 0.04244, 45.16314,63.43347.
 2020-11-05, 0.10089, 0.16532, 45.26403,63.59879.
 2020-11-06, 0.05009, 0.08137, 45.31412,63.68016.
 2020-11-07, 0.04519, 0.07358, 45.35931,63.75374.
 2020-11-08, 0.07147, 0.12146, 45.43078,63.8752.
 2020-11-09, 0.02494, 0.03820, 45.45572,63.9134.
 2020-11-10, 0.02660, 0.04170, 45.48232,63.9551.
 2020-11-11, 0.02406, 0.03974, 45.50638,63.99484.
 2020-11-12, 0.02087, 0.03223, 45.52725,64.02707.
 2020-11-13, 0.03693, 0.05781, 45.56418,64.08488.
 2020-11-14, 0.04529, 0.07547, 45.60947,64.16035.
 2020-11-15, 0.02999, 0.05002, 45.63946,64.21037.
 2020-11-16, 0.00635, 0.00993, 45.64581,64.2203.
 2020-11-17, 0.01957, 0.02752, 45.66538,64.24782.
 2020-11-18, 0.02840, 0.04551, 45.69378,64.29333.
 2020-11-19, 0.03319, 0.05703, 45.72697,64.35036.
 2020-11-20, 0.01488, 0.02363, 45.74185,64.37399.
 2020-11-21, 0.01388, 0.02154, 45.75573,64.39553.
 2020-11-22, 0.01355, 0.01801, 45.76928,64.41354.
 2020-11-23, 0.01356, 0.01888, 45.78284,64.43242.
 2020-11-24, 0.01493, 0.02380, 45.79777,64.45622.
 2020-11-25, 0.01421, 0.02310, 45.81198,64.47932.
 2020-11-26, 0.01259, 0.01766, 45.82457,64.49698.
 2020-11-27, 0.00970, 0.01453, 45.83427,64.51151.
 2020-11-28, 0.01482, 0.02699, 45.84909,64.5385.
 2020-11-29, 0.01584, 0.02229, 45.86493,64.56079.
 2020-11-30, 0.01745, 0.02925, 45.88238,64.59004.
 2020-12-01, 0.01598, 0.02928, 45.89836,64.61932.
 2020-12-02, 0.01189, 0.02197, 45.91025,64.64129.
 2020-12-03, 0.00913, 0.01548, 45.91938,64.65677.
 2020-12-04, 0.00996, 0.01833, 45.92934,64.6751.
 2020-12-05, 0.01121, 0.01511, 45.94055,64.69021.
 2020-12-06, 0.01153, 0.01918, 45.95208,64.70939.
 2020-12-07, 0.01280, 0.01949, 45.96488,64.72888.
 2020-12-08, 0.01073, 0.01594, 45.97561,64.74482.
 2020-12-09, 0.01031, 0.01277, 45.98592,64.75759.
 2020-12-10, 0.00867, 0.01329, 45.99459,64.77088.
 2020-12-11, 0.00837, 0.01161, 46.00296,64.78249.
 2020-12-12, 0.01214, 0.02278, 46.0151,64.80527.
 2020-12-13, 0.01254, 0.01746, 46.02764,64.82273.
 2020-12-14, 0.01083, 0.01475, 46.03847,64.83748.
 2020-12-15, 0.01078, 0.01536, 46.04925,64.85284.
 2020-12-16, 0.01117, 0.01553, 46.06042,64.86837.
 2020-12-17, 0.00453, 0.00746, 46.06495,64.87583.
 2020-12-18, 0.01271, 0.01771, 46.07766,64.89354.
 2020-12-19, 0.03941, 0.06481, 46.11707,64.95835.
 2020-12-20, 0.07045, 0.12060, 46.18752,65.07895.
 2020-12-21, 0.01573, 0.02323, 46.20325,65.10218.
 2020-12-22, 0.03723, 0.06758, 46.24048,65.16976.
 2020-12-23, 0.01324, 0.02469, 46.25372,65.19445.
 2020-12-24, 0.00888, 0.01707, 46.2626,65.21152.
 2020-12-25, 0.00903, 0.01329, 46.27163,65.22481.
 2020-12-26, 0.00968, 0.01366, 46.28131,65.23847.
 2020-12-27, 0.01136, 0.01527, 46.29267,65.25374.
 2020-12-28, 0.01037, 0.01356, 46.30304,65.2673.
 2020-12-29, 0.00847, 0.01209, 46.31151,65.27939.
 2020-12-30, 0.01109, 0.01476, 46.3226,65.29415.
 2020-12-31, 0.00852, 0.01378, 46.33112,65.30793.
 2021-01-01, 0.00907, 0.01201, 46.34019,65.31994.
 2021-01-02, 0.01839, 0.02743, 46.35858,65.34737.
 2021-01-03, 0.03509, 0.06246, 46.39367,65.40983.
 2021-01-04, 0.00586, 0.01021, 46.39953,65.42004.
 2021-01-05, 0.01384, 0.01905, 46.41337,65.43909.
 2021-01-06, 0.01032, 0.01349, 46.42369,65.45258.
 2021-01-07, 0.01402, 0.01946, 46.43771,65.47204.
 2021-01-08, 0.01031, 0.01254, 46.44802,65.48458.
 2021-01-09, 0.01113, 0.01432, 46.45915,65.4989.
 2021-01-10, 0.01195, 0.01618, 46.4711,65.51508.
 2021-01-11, 0.00721, 0.00927, 46.47831,65.52435.
 2021-01-12, 0.00873, 0.01071, 46.48704,65.53506.
 2021-01-13, 0.07126, 0.12146, 46.5583,65.65652.
 2021-01-14, 0.01991, 0.03294, 46.57821,65.68946.
 2021-01-15, 0.01779, 0.02852, 46.596,65.71798.
 2021-01-16, 0.01163, 0.01998, 46.60763,65.73796.
 2021-01-17, 0.01559, 0.02634, 46.62322,65.7643.
 2021-01-18, 0.02094, 0.03680, 46.64416,65.8011.
 2021-01-19, 0.01609, 0.02608, 46.66025,65.82718.
 2021-01-20, 0.01633, 0.02252, 46.67658,65.8497.
 2021-01-21, 0.01965, 0.02994, 46.69623,65.87964.
 2021-01-22, 0.02150, 0.03679, 46.71773,65.91643.
 2021-01-23, 0.01603, 0.02702, 46.73376,65.94345.
 2021-01-24, 0.01470, 0.02066, 46.74846,65.96411.
 2021-01-25, 0.01271, 0.01753, 46.76117,65.98164.
 2021-01-26, 0.01262, 0.01861, 46.77379,66.00025.
 2021-01-27, 0.01262, 0.01571, 46.78641,66.01596.
 2021-01-28, 0.01041, 0.01213, 46.79682,66.02809.
 2021-01-29, 0.01566, 0.02036, 46.81248,66.04845.
 2021-01-30, 0.01235, 0.01588, 46.82483,66.06433.
 2021-01-31, 0.01001, 0.01234, 46.83484,66.07667.
 2021-02-01, 0.01372, 0.01523, 46.84856,66.0919.
 2021-02-02, 0.03026, 0.04597, 46.87882,66.13787.
 2021-02-03, 0.02473, 0.03849, 46.90355,66.17636.
 2021-02-04, 0.02496, 0.03759, 46.92851,66.21395.
 2021-02-05, 0.05891, 0.09678, 46.98742,66.31073.
 2021-02-06, 0.05488, 0.08916, 47.0423,66.39989.
 2021-02-07, 0.03304, 0.05050, 47.07534,66.45039.
 2021-02-08, 0.04996, 0.07989, 47.1253,66.53028.
 2021-02-09, 0.03739, 0.05922, 47.16269,66.5895.
 

ET Report.
Data Extracted: 2021-02-11.
Station: Richland.N.
Lat: 46.331196 Lng: 119.270158 ;Elevation: 379
Date Range from 2020-02-11 to 2021-02-10.

Date, ETo (in), ETr (in), Accu ETo (in),Accu ETr (in).
 2020-02-11, 0.08315, 0.13360, 0.08315,0.1336.
 2020-02-12, 0.03875, 0.05574, 0.1219,0.18934.
 2020-02-13, 0.03198, 0.04431, 0.15388,0.23365.
 2020-02-14, 0.09790, 0.15781, 0.25178,0.39146.
 2020-02-15, 0.05331, 0.08341, 0.30509,0.47487.
 2020-02-16, 0.08374, 0.13266, 0.38883,0.60753.
 2020-02-17, 0.06553, 0.10165, 0.45436,0.70918.
 2020-02-18, 0.04356, 0.06321, 0.49792,0.77239.
 2020-02-19, 0.04785, 0.07054, 0.54577,0.84293.
 2020-02-20, 0.04457, 0.06457, 0.59034,0.9075.
 2020-02-21, 0.04268, 0.05931, 0.63302,0.96681.
 2020-02-22, 0.06613, 0.09911, 0.69915,1.06592.
 2020-02-23, 0.12027, 0.19188, 0.81942,1.2578.
 2020-02-24, 0.08632, 0.13425, 0.90574,1.39205.
 2020-02-25, 0.05021, 0.06962, 0.95595,1.46167.
 2020-02-26, 0.06066, 0.08530, 1.01661,1.54697.
 2020-02-27, 0.06689, 0.09461, 1.0835,1.64158.
 2020-02-28, 0.09463, 0.14416, 1.17813,1.78574.
 2020-02-29, 0.11785, 0.18512, 1.29598,1.97086.
 2020-03-01, 0.07037, 0.10299, 1.36635,2.07385.
 2020-03-02, 0.10228, 0.15801, 1.46863,2.23186.
 2020-03-03, 0.15645, 0.24710, 1.62508,2.47896.
 2020-03-04, 0.10518, 0.15921, 1.73026,2.63817.
 2020-03-05, 0.06620, 0.09126, 1.79646,2.72943.
 2020-03-06, 0.07998, 0.11709, 1.87644,2.84652.
 2020-03-07, 0.05743, 0.08073, 1.93387,2.92725.
 2020-03-08, 0.06744, 0.09025, 2.00131,3.0175.
 2020-03-09, 0.06622, 0.08793, 2.06753,3.10543.
 2020-03-10, 0.10815, 0.16354, 2.17568,3.26897.
 2020-03-11, 0.14656, 0.22606, 2.32224,3.49503.
 2020-03-12, 0.08008, 0.11171, 2.40232,3.60674.
 2020-03-13, 0.04551, 0.06347, 2.44783,3.67021.
 2020-03-14, 0.04683, 0.06750, 2.49466,3.73771.
 2020-03-15, 0.08080, 0.12231, 2.57546,3.86002.
 2020-03-16, 0.08148, 0.11139, 2.65694,3.97141.
 2020-03-17, 0.07663, 0.10113, 2.73357,4.07254.
 2020-03-18, 0.08620, 0.11359, 2.81977,4.18613.
 2020-03-19, 0.08619, 0.11043, 2.90596,4.29656.
 2020-03-20, 0.10330, 0.14132, 3.00926,4.43788.
 2020-03-21, 0.10221, 0.13642, 3.11147,4.5743.
 2020-03-22, 0.10372, 0.14219, 3.21519,4.71649.
 2020-03-23, 0.15321, 0.23524, 3.3684,4.95173.
 2020-03-24, 0.12543, 0.18218, 3.49383,5.13391.
 2020-03-25, 0.07366, 0.10193, 3.56749,5.23584.
 2020-03-26, 0.10347, 0.14185, 3.67096,5.37769.
 2020-03-27, 0.11626, 0.16880, 3.78722,5.54649.
 2020-03-28, 0.14363, 0.21654, 3.93085,5.76303.
 2020-03-29, 0.16288, 0.24134, 4.09373,6.00437.
 2020-03-30, 0.14482, 0.22100, 4.23855,6.22537.
 2020-03-31, 0.14427, 0.21465, 4.38282,6.44002.
 2020-04-01, 0.07918, 0.10952, 4.462,6.54954.
 2020-04-02, 0.09743, 0.13350, 4.55943,6.68304.
 2020-04-03, 0.13030, 0.18918, 4.68973,6.87222.
 2020-04-04, 0.10077, 0.13599, 4.7905,7.00821.
 2020-04-05, 0.11379, 0.15334, 4.90429,7.16155.
 2020-04-06, 0.12610, 0.17343, 5.03039,7.33498.
 2020-04-07, 0.17316, 0.25143, 5.20355,7.58641.
 2020-04-08, 0.14875, 0.20473, 5.3523,7.79114.
 2020-04-09, 0.14412, 0.19149, 5.49642,7.98263.
 2020-04-10, 0.18314, 0.26258, 5.67956,8.24521.
 2020-04-11, 0.19113, 0.28240, 5.87069,8.52761.
 2020-04-12, 0.14808, 0.20746, 6.01877,8.73507.
 2020-04-13, 0.15257, 0.21362, 6.17134,8.94869.
 2020-04-14, 0.18805, 0.27482, 6.35939,9.22351.
 2020-04-15, 0.18253, 0.26487, 6.54192,9.48838.
 2020-04-16, 0.15182, 0.20693, 6.69374,9.69531.
 2020-04-17, 0.20969, 0.30365, 6.90343,9.99896.
