Date,ETo_in,ETr_in,Accu_ETo_in,Accu_ETr_in
 2020-08-16, 0.16897, 0.19956, 19.79347,23.50365.
 2020-08-17, 0.18299, 0.22007, 19.97646,23.72372.
 2020-08-18, 0.15231, 0.17754, 20.12877,23.90126.
 2020-08-19, 0.13819, 0.15723, 20.26696,24.05849.
 2020-08-20, 0.13340, 0.16054, 20.40036,24.21903.
 2020-08-21, 0.07662, 0.09266, 20.47698,24.31169.
 2020-08-22, 0.14744, 0.17978, 20.62442,24.49147.
 2020-08-23, 0.14377, 0.17125, 20.76819,24.66272.
 2020-08-24, 0.13627, 0.16222, 20.90446,24.82494.
 2020-08-25, 0.14614, 0.17613, 21.0506,25.00107.
 2020-08-26, 0.14246, 0.17069, 21.19306,25.17176.
 2020-08-27, 0.14612, 0.17674, 21.33918,25.3485.
 2020-08-28, 0.14212, 0.16795, 21.4813,25.51645.
 2020-08-29, 0.10237, 0.12054, 21.58367,25.63699.
 2020-08-30, 0.12322, 0.14613, 21.70689,25.78312.
 2020-08-31, 0.10971, 0.12977, 21.8166,25.91289.
 2020-09-01, 0.13990, 0.16602, 21.9565,26.07891.
 2020-09-02, 0.13295, 0.15661, 22.08945,26.23552.
 2020-09-03, 0.13763, 0.16534, 22.22708,26.40086.
 2020-09-04, 0.13084, 0.15754, 22.35792,26.5584.
 2020-09-05, 0.09598, 0.11574, 22.4539,26.67414.
 2020-09-06, 0.12625, 0.14919, 22.58015,26.82333.
 2020-09-07, 0.17232, 0.23717, 22.75247,27.0605.
 2020-09-08, 0.13999, 0.18914, 22.89246,27.24964.
 2020-09-09, 0.15525, 0.21164, 23.04771,27.46128.
 2020-09-10, 0.14530, 0.18830, 23.19301,27.64958.
 2020-09-11, 0.10202, 0.12394, 23.29503,27.77352.
 2020-09-12, 0.02914, 0.03257, 23.32417,27.80609.
 2020-09-13, 0.05548, 0.06138, 23.37965,27.86747.
 2020-09-14, 0.05584, 0.06342, 23.43549,27.93089.
 2020-09-15, 0.07760, 0.09104, 23.51309,28.02193.
 2020-09-16, 0.06301, 0.06878, 23.5761,28.09071.
 2020-09-17, 0.06768, 0.07695, 23.64378,28.16766.
 2020-09-18, 0.03440, 0.03843, 23.67818,28.20609.
 2020-09-19, 0.04021, 0.04854, 23.71839,28.25463.
 2020-09-20, 0.06557, 0.07112, 23.78396,28.32575.
 2020-09-21, 0.05669, 0.06367, 23.84065,28.38942.
 2020-09-22, 0.08128, 0.09540, 23.92193,28.48482.
 2020-09-23, 0.01971, 0.02771, 23.94164,28.51253.
 2020-09-24, 0.05473, 0.07004, 23.99637,28.58257.
 2020-09-25, 0.04843, 0.06074, 24.0448,28.64331.
 2020-09-26, 0.06368, 0.07700, 24.10848,28.72031.
 2020-09-27, 0.07609, 0.09010, 24.18457,28.81041.
 2020-09-28, 0.08620, 0.10560, 24.27077,28.91601.
 2020-09-29, 0.08588, 0.10262, 24.35665,29.01863.
 2020-09-30, 0.06004, 0.06661, 24.41669,29.08524.
 2020-10-01, 0.05653, 0.06449, 24.47322,29.14973.
 2020-10-02, 0.06129, 0.06949, 24.53451,29.21922.
 2020-10-03, 0.02373, 0.02524, 24.55824,29.24446.
 2020-10-04, 0.03069, 0.03411, 24.58893,29.27857.
 2020-10-05, 0.05730, 0.06738, 24.64623,29.34595.
 2020-10-06, 0.06741, 0.08152, 24.71364,29.42747.
 2020-10-07, 0.03261, 0.03510, 24.74625,29.46257.
 2020-10-08, 0.05402, 0.06477, 24.80027,29.52734.
 2020-10-09, 0.05440, 0.06912, 24.85467,29.59646.
 2020-10-10, 0.04589, 0.05891, 24.90056,29.65537.
 2020-10-11, 0.03536, 0.04899, 24.93592,29.70436.
 2020-10-12, 0.04291, 0.05436, 24.97883,29.75872.
 2020-10-13, 0.05823, 0.07958, 25.03706,29.8383.
 2020-10-14, 0.04494, 0.05858, 25.082,29.89688.
 2020-10-15, 0.04105, 0.04977, 25.12305,29.94665.
 2020-10-16, 0.02731, 0.04007, 25.15036,29.98672.
 2020-10-17, 0.02635, 0.03245, 25.17671,30.01917.
 2020-10-18, 0.01863, 0.02435, 25.19534,30.04352.
 2020-10-19, 0.01561, 0.01866, 25.21095,30.06218.
 2020-10-20, 0.03476, 0.04146, 25.24571,30.10364.
 2020-10-21, 0.02546, 0.02973, 25.27117,30.13337.
 2020-10-22, 0.02822, 0.03445, 25.29939,30.16782.
 2020-10-23, 0.01352, 0.01940, 25.31291,30.18722.
 2020-10-24, 0.04786, 0.07240, 25.36077,30.25962.
 2020-10-25, 0.03403, 0.04954, 25.3948,30.30916.
 2020-10-26, 0.02775, 0.03706, 25.42255,30.34622.
 2020-10-27, 0.02888, 0.03714, 25.45143,30.38336.
 2020-10-28, 0.02302, 0.02662, 25.47445,30.40998.
 2020-10-29, 0.02382, 0.02782, 25.49827,30.4378.
 2020-10-30, 0.03509, 0.04933, 25.53336,30.48713.
 2020-10-31, 0.02680, 0.03693, 25.56016,30.52406.
 2020-11-01, 0.02620, 0.03613, 25.58636,30.56019.
 2020-11-02, 0.03195, 0.04663, 25.61831,30.60682.
 2020-11-03, 0.01792, 0.02324, 25.63623,30.63006.
 2020-11-04, 0.03523, 0.04859, 25.67146,30.67865.
 2020-11-05, 0.01824, 0.02948, 25.6897,30.70813.
 2020-11-06, 0.02507, 0.03512, 25.71477,30.74325.
 2020-11-07, 0.02447, 0.03651, 25.73924,30.77976.
 2020-11-08, 0.04423, 0.07465, 25.78347,30.85441.
 2020-11-09, 0.01943, 0.02632, 25.8029,30.88073.
 2020-11-10, 0.01787, 0.02280, 25.82077,30.90353.
 2020-11-11, 0.01570, 0.01914, 25.83647,30.92267.
 2020-11-12, 0.02321, 0.03194, 25.85968,30.95461.
 2020-11-13, 0.03201, 0.05065, 25.89169,31.00526.
 2020-11-14, 0.01830, 0.02492, 25.90999,31.03018.
 2020-11-15, 0.02624, 0.03871, 25.93623,31.06889.
 2020-11-16, 0.00469, 0.00597, 25.94092,31.07486.
 2020-11-17, 0.03064, 0.04457, 25.97156,31.11943.
 2020-11-18, 0.01217, 0.01726, 25.98373,31.13669.
 2020-11-19, 0.02313, 0.03495, 26.00686,31.17164.
 2020-11-20, 0.01949, 0.02570, 26.02635,31.19734.
 2020-11-21, 0.00872, 0.01394, 26.03507,31.21128.
 2020-11-22, 0.01135, 0.01441, 26.04642,31.22569.
 2020-11-23, 0.01162, 0.01482, 26.05804,31.24051.
 2020-11-24, 0.02146, 0.03032, 26.0795,31.27083.
 2020-11-25, 0.01554, 0.02041, 26.09504,31.29124.
 2020-11-26, 0.01889, 0.02521, 26.11393,31.31645.
 2020-11-27, 0.02024, 0.03534, 26.13417,31.35179.
 2020-11-28, 0.00978, 0.01023, 26.14395,31.36202.
 2020-11-29, 0.00820, 0.01007, 26.15215,31.37209.
 2020-11-30, 0.01532, 0.02795, 26.16747,31.40004.
 2020-12-01, 0.00958, 0.01844, 26.17705,31.41848.
 2020-12-02, 0.01740, 0.03484, 26.19445,31.45332.
 2020-12-03, 0.01242, 0.01776, 26.20687,31.47108.
 2020-12-04, 0.00797, 0.01640, 26.21484,31.48748.
 2020-12-05, 0.01373, 0.02804, 26.22857,31.51552.
 2020-12-06, 0.01584, 0.02376, 26.24441,31.53928.
 2020-12-07, 0.02158, 0.03113, 26.26599,31.57041.
 2020-12-08, 0.00790, 0.01059, 26.27389,31.581.
 2020-12-09, 0.00935, 0.01102, 26.28324,31.59202.
 2020-12-10, 0.01080, 0.01378, 26.29404,31.6058.
 2020-12-11, 0.01281, 0.01670, 26.30685,31.6225.
 2020-12-12, 0.00906, 0.01488, 26.31591,31.63738.
 2020-12-13, 0.01149, 0.01534, 26.3274,31.65272.
 2020-12-14, 0.01627, 0.02328, 26.34367,31.676.
 2020-12-15, 0.01782, 0.02614, 26.36149,31.70214.
 2020-12-16, 0.01422, 0.02250, 26.37571,31.72464.
 2020-12-17, 0.02296, 0.03540, 26.39867,31.76004.
 2020-12-18, 0.02584, 0.04016, 26.42451,31.8002.
 2020-12-19, 0.01825, 0.03013, 26.44276,31.83033.
 2020-12-20, 0.01705, 0.02571, 26.45981,31.85604.
 2020-12-21, 0.01822, 0.02739, 26.47803,31.88343.
 2020-12-22, 0.00502, 0.01094, 26.48305,31.89437.
 2020-12-23, 0.00624, 0.01297, 26.48929,31.90734.
 2020-12-24, 0.00247, 0.00775, 26.49176,31.91509.
 2020-12-25, 0.00659, 0.00818, 26.49835,31.92327.
 2020-12-26, 0.01833, 0.02826, 26.51668,31.95153.
 2020-12-27, 0.00940, 0.01061, 26.52608,31.96214.
 2020-12-28, 0.00293, 0.00920, 26.52901,31.97134.
 2020-12-29, 0.01051, 0.01389, 26.53952,31.98523.
 2020-12-30, 0.01258, 0.01702, 26.5521,32.00225.
 2020-12-31, 0.01744, 0.02450, 26.56954,32.02675.
 2021-01-01, 0.01297, 0.01837, 26.58251,32.04512.
 2021-01-02, 0.00794, 0.01119, 26.59045,32.05631.
 2021-01-03, 0.01370, 0.01910, 26.60415,32.07541.
 2021-01-04, 0.00933, 0.01294, 26.61348,32.08835.
 2021-01-05, 0.01094, 0.01672, 26.62442,32.10507.
 2021-01-06, 0.00683, 0.00933, 26.63125,32.1144.
 2021-01-07, 0.00846, 0.01025, 26.63971,32.12465.
 2021-01-08, 0.00600, 0.00715, 26.64571,32.1318.
 2021-01-09, 0.00383, 0.00458, 26.64954,32.13638.
 2021-01-10, 0.01041, 0.01127, 26.65995,32.14765.
 2021-01-11, 0.00404, 0.00448, 26.66399,32.15213.
 2021-01-12, 0.01125, 0.01345, 26.67524,32.16558.
 2021-01-13, 0.01991, 0.03419, 26.69515,32.19977.
 2021-01-14, 0.00654, 0.00958, 26.70169,32.20935.
 2021-01-15, 0.00579, 0.00776, 26.70748,32.21711.
 2021-01-16, 0.01097, 0.01109, 26.71845,32.2282.
 2021-01-17, 0.01592, 0.01984, 26.73437,32.24804.
 2021-01-18, 0.01421, 0.01949, 26.74858,32.26753.
 2021-01-19, 0.00979, 0.01101, 26.75837,32.27854.
 2021-01-20, 0.00906, 0.00988, 26.76743,32.28842.
 2021-01-21, 0.01596, 0.02014, 26.78339,32.30856.
 2021-01-22, 0.02295, 0.03855, 26.80634,32.34711.
 2021-01-23, 0.00878, 0.01289, 26.81512,32.36.
 2021-01-24, 0.01520, 0.01976, 26.83032,32.37976.
 2021-01-25, 0.01923, 0.02811, 26.84955,32.40787.
 2021-01-26, 0.02810, 0.04271, 26.87765,32.45058.
 2021-01-27, 0.01650, 0.02259, 26.89415,32.47317.
 2021-01-28, 0.01367, 0.01413, 26.90782,32.4873.
 2021-01-29, 0.01600, 0.01927, 26.92382,32.50657.
 2021-01-30, 0.01095, 0.01186, 26.93477,32.51843.
 2021-01-31, 0.00668, 0.00751, 26.94145,32.52594.
 2021-02-01, 0.00642, 0.00662, 26.94787,32.53256.
 2021-02-02, 0.01797, 0.02212, 26.96584,32.55468.
 2021-02-03, 0.01838, 0.02337, 26.98422,32.57805.
 2021-02-04, 0.01373, 0.01980, 26.99795,32.59785.
 2021-02-05, 0.02148, 0.02621, 27.01943,32.62406.
 2021-02-06, 0.02324, 0.03340, 27.04267,32.65746.
 2021-02-07, 0.02516, 0.03420, 27.06783,32.69166.
 2021-02-08, 0.01921, 0.02425, 27.08704,32.71591.
 2021-02-09, 0.02351, 0.03287, 27.11055,32.74878.
 

