unix_timestamp,human_timestamp,nodeID,tc1,tc2,millisSinceHeatPulse,soilMoisture,outsideTemp,outsideHumidity
1563436801,7/18/2019 8:0:1,1,19.95148,20.02701,738001,0,-1,-1
1563436804,7/18/2019 8:0:4,1,19.95903,20.04463,741000,0,-1,-1
1563436807,7/18/2019 8:0:7,1,19.93637,20.03708,744001,0,-1,-1
1563436810,7/18/2019 8:0:10,1,19.96407,20.01945,747000,0,-1,-1
1563436813,7/18/2019 8:0:13,1,19.9263,20.04211,750000,0,-1,-1
1563436816,7/18/2019 8:0:16,1,19.91875,20.0396,753000,0,-1,-1
1563436819,7/18/2019 8:0:19,1,19.94141,20.03204,756000,0,-1,-1
1563436822,7/18/2019 8:0:22,1,19.94896,20.0396,759000,0,-1,-1
1563436825,7/18/2019 8:0:25,1,19.94141,20.04211,762000,0,-1,-1
1563436828,7/18/2019 8:0:28,1,19.92882,20.03456,765000,0,-1,-1
1563436831,7/18/2019 8:0:31,1,19.93637,20.02701,768000,0,-1,-1
1563436834,7/18/2019 8:0:34,1,19.95399,20.0396,771001,0,-1,-1
1563436837,7/18/2019 8:0:37,1,19.95651,20.03708,774001,0,-1,-1
1563436840,7/18/2019 8:0:40,1,19.93385,20.02953,777001,0,-1,-1
1563436843,7/18/2019 8:0:43,1,19.94644,20.02701,780001,0,-1,-1
1563436846,7/18/2019 8:0:46,1,19.94392,20.01945,783000,0,-1,-1
1563436849,7/18/2019 8:0:49,1,19.94644,20.03204,786000,0,-1,-1
1563436852,7/18/2019 8:0:52,1,19.94896,20.01945,789000,0,-1,-1
1563436855,7/18/2019 8:0:55,1,19.93134,20.02701,792001,0,-1,-1
1563436858,7/18/2019 8:0:58,1,19.94896,20.00938,795000,0,-1,-1
1563436861,7/18/2019 8:1:1,1,19.93637,20.01694,798000,0,-1,-1
1563436864,7/18/2019 8:1:4,1,19.93385,20.01442,801001,0,-1,-1
1563436867,7/18/2019 8:1:7,1,19.94141,20.01694,804000,0,-1,-1
1563436870,7/18/2019 8:1:10,1,19.93889,20.02449,807001,0,-1,-1
1563436873,7/18/2019 8:1:13,1,19.93134,20.0119,810000,0,-1,-1
1563436876,7/18/2019 8:1:16,1,19.93889,20.01442,813000,0,-1,-1
1563436879,7/18/2019 8:1:19,1,19.92126,20.0119,816001,0,-1,-1
1563436882,7/18/2019 8:1:22,1,19.93385,20.01945,819001,0,-1,-1
1563436885,7/18/2019 8:1:25,1,19.92126,20.0119,822001,0,-1,-1
1563436888,7/18/2019 8:1:28,1,19.93385,20.00938,825000,0,-1,-1
1563436891,7/18/2019 8:1:31,1,19.93134,20.00183,828001,0,-1,-1
1563436894,7/18/2019 8:1:34,1,19.91875,20.00938,831000,0,-1,-1
1563436897,7/18/2019 8:1:37,1,19.9263,19.9968,834001,0,-1,-1
1563436900,7/18/2019 8:1:40,1,19.92882,20.00938,837000,0,-1,-1
1563436903,7/18/2019 8:1:43,1,19.93134,20.0119,840000,0,-1,-1
1563436906,7/18/2019 8:1:46,1,19.93385,20.01442,843000,0,-1,-1
1563436909,7/18/2019 8:1:49,1,19.92126,20.0119,846000,0,-1,-1
1563436912,7/18/2019 8:1:52,1,19.92378,20.01442,849000,0,-1,-1
1563436915,7/18/2019 8:1:55,1,19.92126,19.9968,852000,0,-1,-1
1563436918,7/18/2019 8:1:58,1,19.91875,19.99428,855000,1,-1,-1
1563436921,7/18/2019 8:2:1,1,19.9263,19.99176,858000,1,-1,-1
1563436924,7/18/2019 8:2:4,1,19.92882,19.99428,861001,0,-1,-1
1563436927,7/18/2019 8:2:7,1,19.91623,19.99176,864000,0,-1,-1
1563436930,7/18/2019 8:2:10,1,19.91875,19.98421,867000,0,-1,-1
1563436933,7/18/2019 8:2:13,1,19.9263,20.01694,870000,0,-1,-1
1563436936,7/18/2019 8:2:16,1,19.92378,20.00435,873000,0,-1,-1
1563436939,7/18/2019 8:2:19,1,19.91119,19.9968,876000,0,-1,-1
1563436942,7/18/2019 8:2:22,1,19.91875,20.00435,879001,0,-1,-1
1563436945,7/18/2019 8:2:25,1,19.91623,20.00183,882000,0,-1,-1
1563436948,7/18/2019 8:2:28,1,19.91371,20.00435,885001,0,-1,-1
1563436951,7/18/2019 8:2:31,1,19.91623,19.99176,888000,0,-1,-1
1563436954,7/18/2019 8:2:34,1,19.90364,19.99931,891001,0,-1,-1
1563436957,7/18/2019 8:2:37,1,19.90616,19.9968,894001,0,-1,-1
1563436960,7/18/2019 8:2:40,1,19.91371,19.99931,897000,0,-1,-1
1563436963,7/18/2019 8:2:43,1,19.89609,20.00183,900001,0,-1,-1
1563436966,7/18/2019 8:2:46,1,19.91371,20.00435,903000,0,-1,-1
1563436969,7/18/2019 8:2:49,1,19.91623,19.9968,906001,1,-1,-1
1563436972,7/18/2019 8:2:52,1,19.91875,19.99931,909001,1,-1,-1
1563436975,7/18/2019 8:2:55,1,19.92126,19.98672,912000,1,-1,-1
1563436978,7/18/2019 8:2:58,1,19.90364,19.99428,915001,1,-1,-1
1563436981,7/18/2019 8:3:1,1,19.91119,19.98672,918000,1,-1,-1
1563436984,7/18/2019 8:3:4,1,19.91875,19.99428,921001,0,-1,-1
1563436987,7/18/2019 8:3:7,1,19.90616,19.98169,924000,0,-1,-1
1563436990,7/18/2019 8:3:10,1,19.91875,19.99428,927000,0,-1,-1
1563436993,7/18/2019 8:3:13,1,19.91623,19.98672,930001,0,-1,-1
1563436996,7/18/2019 8:3:16,1,19.90868,19.99931,933000,0,-1,-1
1563436999,7/18/2019 8:3:19,1,19.91119,19.99176,936001,0,-1,-1
1563437002,7/18/2019 8:3:22,1,19.91371,19.98924,939001,0,-1,-1
1563437005,7/18/2019 8:3:25,1,19.90616,19.99176,942001,0,-1,-1
1563437008,7/18/2019 8:3:28,1,19.91371,19.98421,945000,0,-1,-1
1563437011,7/18/2019 8:3:31,1,19.91119,19.98672,948000,0,-1,-1
1563437014,7/18/2019 8:3:34,1,19.89861,19.99931,951001,0,-1,-1
1563437017,7/18/2019 8:3:37,1,19.91119,19.99176,954001,0,-1,-1
1563437020,7/18/2019 8:3:40,1,19.91371,19.99931,957001,0,-1,-1
1563437023,7/18/2019 8:3:43,1,19.90616,19.9968,960000,0,-1,-1
1563437026,7/18/2019 8:3:46,1,19.90868,19.98421,963001,0,-1,-1
1563437029,7/18/2019 8:3:49,1,19.88602,19.98672,966000,0,-1,-1
1563437032,7/18/2019 8:3:52,1,19.90364,19.98924,969000,0,-1,-1
1563437035,7/18/2019 8:3:55,1,19.90616,19.98169,972001,0,-1,-1
1563437038,7/18/2019 8:3:58,1,19.91371,19.98421,975000,0,-1,-1
1563437041,7/18/2019 8:4:1,1,19.90616,19.98672,978001,1,-1,-1
1563437044,7/18/2019 8:4:4,1,19.89861,19.98421,981000,1,-1,-1
1563437047,7/18/2019 8:4:7,1,19.90616,19.99176,984000,1,-1,-1
1563437050,7/18/2019 8:4:10,1,19.90868,19.9691,987000,1,-1,-1
1563437053,7/18/2019 8:4:13,1,19.90112,19.97665,990000,1,-1,-1
1563437056,7/18/2019 8:4:16,1,19.91875,19.98421,993000,0,-1,-1
1563437059,7/18/2019 8:4:19,1,19.90616,19.98672,996001,0,-1,-1
1563437062,7/18/2019 8:4:22,1,19.90364,19.98421,999001,0,-1,-1
1563437065,7/18/2019 8:4:25,1,19.89105,19.97162,1002001,0,-1,-1
1563437068,7/18/2019 8:4:28,1,19.90868,19.9691,1005000,0,-1,-1
1563437071,7/18/2019 8:4:31,1,19.88602,19.96658,1008001,0,-1,-1
1563437074,7/18/2019 8:4:34,1,19.89357,19.96407,1011000,0,-1,-1
1563437077,7/18/2019 8:4:37,1,19.90112,19.96155,1014000,0,-1,-1
1563437080,7/18/2019 8:4:40,1,19.89861,19.97917,1017001,0,-1,-1
1563437083,7/18/2019 8:4:43,1,19.89105,19.96658,1020000,0,-1,-1
1563437086,7/18/2019 8:4:46,1,19.88853,19.95903,1023000,0,-1,-1
1563437089,7/18/2019 8:4:49,1,19.88602,19.97162,1026000,0,-1,-1
1563437092,7/18/2019 8:4:52,1,19.89357,19.9691,1029000,0,-1,-1
1563437095,7/18/2019 8:4:55,1,19.89105,19.97665,1032000,0,-1,-1
1563437098,7/18/2019 8:4:58,1,19.87846,19.96407,1035001,0,-1,-1
1563437101,7/18/2019 8:5:1,1,19.88602,19.97162,1038001,0,-1,-1
1563437104,7/18/2019 8:5:4,1,19.88853,19.96407,1041000,0,-1,-1
1563437107,7/18/2019 8:5:7,1,19.88602,19.96155,1044000,0,-1,-1
1563437110,7/18/2019 8:5:10,1,19.8835,19.96407,1047000,0,-1,-1
1563437113,7/18/2019 8:5:13,1,19.87091,19.94644,1050000,0,-1,-1
